account,date,sentiment,n_trades,sum_size_usd,mean_size_usd,sum_size_tokens,avg_pnl,total_pnl,win_rate,buy_fraction,long_fraction
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,Greed,56,73755.74,1317.0667857142857,3025.46,123.20081842857144,6899.2458320000005,1.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,Greed,46,73735.48,1602.9452173913044,3337.59,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,Greed,55,81107.93000000001,1474.6896363636365,3336.42,134.04518365454547,7372.485101,1.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,Greed,78,163388.11,2094.719358974359,6327.02,14.897468474358975,1162.002541,0.32051282051282054,0.6794871794871795,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,Greed,516,1443682.0,2797.8333333333335,1027391.96,12.31095467635659,6352.452613,0.45155038759689925,0.5232558139534884,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,Neutral,124,75901.55,612.1092741935485,551498.0,-99.57250668548387,-12346.990829,0.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,Neutral,159,427297.12,2687.4032704402516,164.8446,2.2363861635220124,355.5854,0.7987421383647799,0.1949685534591195,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,Neutral,160,262595.6,1641.2224999999999,12031.07,7.061555787500001,1129.8489260000001,0.325,0.675,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,Fear,1,82910.81,82910.81,4100.03,-6820.76955,-6820.76955,0.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,Extreme Fear,52,76066.87,1462.824423076923,3866.35,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,Fear,110,219900.91,1999.099181818182,11166.5,22.55365799090909,2480.902379,0.45454545454545453,0.5454545454545454,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,Extreme Fear,65,114173.17,1756.5103076923076,7151.5,-48.759314892307685,-3169.3554679999997,0.0,0.8461538461538461,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,Fear,37,55481.42,1499.4978378378378,3608.36,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,Fear,47,57580.5,1225.1170212765958,3607.1,44.65999336170213,2099.019688,1.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,Fear,65,173973.68,2676.518153846154,11632.31,10.1006268,656.540742,0.8769230769230769,0.12307692307692308,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,Extreme Fear,53,176292.61,3326.2756603773582,12176.199999999999,-20.109388358490566,-1065.797583,0.9622641509433962,0.018867924528301886,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,Fear,53,115769.39,2184.328113207547,8457.18,30.03308058490566,1591.753271,0.9811320754716981,0.018867924528301886,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,Neutral,27,115001.41,4259.311481481482,9237.11,-85.75471077777777,-2315.377191,0.0,0.6296296296296297,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,Fear,42,61324.83,1460.115,4412.91,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,Fear,97,56306.5,580.479381443299,4411.37,-51.73676749484536,-5018.466447,0.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,Fear,155,113285.54,730.8744516129032,9122.42,4.620283541935484,716.143949,0.535483870967742,0.4645161290322581,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,Fear,1,54768.6,54768.6,4564.05,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,Fear,1,16.37,16.37,1.01,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,Fear,88,68679.46,780.4484090909092,4562.18,-1.0907470909090908,-95.985744,0.011363636363636364,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,Fear,125,91365.76,730.92608,21000.0,-1.06729896,-133.41237,0.16,0.48,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,Fear,689,528313.42,766.7829027576198,30956.16,1.3816174789550073,951.934443,0.43686502177068215,0.4528301886792453,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,Fear,411,226906.97,552.0850851581508,13255.29,0.9039002433090024,371.503,0.7226277372262774,0.29683698296836986,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,Fear,603,581052.14,963.6022222222223,32391.66,-3.138622669983416,-1892.58947,0.4129353233830846,0.4925373134328358,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,Fear,97,86106.24,887.6931958762888,4669.83,35.40916812371134,3434.689308,1.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,Greed,568,1472966.88,2593.2515492957746,362950.07378,4.672787235915493,2654.14315,0.5915492957746479,0.3855633802816901,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,Greed,680,1142252.43,1679.7829852941175,126963.414,2.7459601602941177,1867.252909,0.48970588235294116,0.5088235294117647,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,Greed,330,1248337.1199999999,3782.839757575757,44787.33,5.967858212121212,1969.39321,0.12121212121212122,0.4909090909090909,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,Greed,338,96183.93,284.5678402366864,5285.4800000000005,-13.754056375739646,-4648.8710550000005,0.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,Greed,67,96167.16,1435.3307462686569,5342.62,0.0,0.0,0.0,1.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,Greed,83,101346.88,1221.0467469879518,5342.35,62.40690054216868,5179.772745,1.0,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,Neutral,250,203876.44,815.50576,10498.84,4.975414276,1243.853569,0.324,0.676,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,Neutral,5,30351.0,6070.2,200.0,-0.2,-1.0,0.0,0.4,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,Extreme Greed,1,1584.35,1584.35,374.55,1584.342755,1584.342755,1.0,0.0,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,Extreme Greed,4,158123.95,39530.9875,40.9446,52.204365,208.81746,0.75,0.75,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,Extreme Fear,797,4886973.24,6131.710464240904,22180.22004,20.96221444416562,16706.884912,0.37641154328732745,0.3450439146800502,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,Fear,339,7423746.26,21898.95651917404,7005.56102,39.12697139823008,13264.043303999999,0.5575221238938053,0.6814159292035398,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,Fear,313,2716221.67,8678.024504792333,36027.6,18.985773936102234,5942.547242,0.12779552715654952,0.12779552715654952,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,Fear,863,2657908.25,3079.8473348783314,45176.4080695,9.591317910776361,8277.307357,0.49130938586326767,0.4843568945538818,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,Fear,353,693974.34,1965.9329745042492,279192.658,7.47312347592068,2638.012587,0.17280453257790368,0.17280453257790368,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,Neutral,594,4817869.23,8110.89095959596,162097.23879,-32.04939488383839,-19037.340561,0.0,0.39225589225589225,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,Greed,469,9394438.39,20030.785479744136,167807.99781,-230.6544108742004,-108176.9187,0.14072494669509594,0.5031982942430704,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,Greed,70,1092249.57,15603.565285714287,5897.56162,116.53017608571429,8157.112326,0.9428571428571428,0.9571428571428572,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,Greed,1,0.17,0.17,9.73e-05,0.0,0.0,0.0,0.0,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,Extreme Greed,93,34754.56,373.7049462365591,14398.40072,1.7107534623655916,159.100072,0.17204301075268819,0.5268817204301075,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,Extreme Greed,95,33584.67,353.5228421052631,10119.9528,1.6977884631578948,161.289904,0.35789473684210527,0.47368421052631576,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,Extreme Greed,162,108044.6,666.941975308642,24581.16172,0.9099400308641975,147.410285,0.41358024691358025,0.4382716049382716,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,Extreme Greed,213,190840.29,895.9638028169014,64020.76026,1.0956124882629108,233.36546,0.48826291079812206,0.539906103286385,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,Extreme Greed,407,874868.16,2149.553218673219,20484.30232,-0.7770152530712531,-316.245208,0.3464373464373464,0.4619164619164619,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,Extreme Greed,446,325137.18,729.007130044843,6319373.30719,1.748881869955157,780.001314,0.34977578475336324,0.5,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,Extreme Greed,433,182730.29,422.0099076212471,6324611.62995,0.32614224018475746,141.21958999999998,0.3117782909930716,0.48036951501154734,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,Extreme Greed,156,52019.64,333.45923076923077,1363551.45312,4.318148717948718,673.6312,0.40384615384615385,0.48717948717948717,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,Extreme Greed,69,13851.0,200.7391304347826,166434.15205,1.5698714057971015,108.321127,0.42028985507246375,0.782608695652174,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,Extreme Greed,225,72982.65,324.3673333333333,531089.06073,2.06347112,464.281002,0.4222222222222222,0.4711111111111111,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,Extreme Greed,217,219729.39,1012.5778341013826,2004934.41532,-2.342353184331797,-508.290641,0.35023041474654376,0.5852534562211982,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,Extreme Greed,169,187730.65,1110.83224852071,384039.24,1.1459417692307692,193.66415899999998,0.4378698224852071,0.40828402366863903,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,Extreme Greed,207,195837.9,946.0768115942029,27652.97,0.7996746086956522,165.532644,0.37681159420289856,0.5603864734299517,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,Extreme Greed,206,80123.45,388.948786407767,36553.72,46.36764189320388,9551.73423,0.44660194174757284,0.4223300970873786,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,Extreme Greed,154,48590.47,315.52253246753247,21488.65,36.30213148051948,5590.528248,0.461038961038961,0.38961038961038963,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,Extreme Greed,193,47695.56,247.12725388601035,35277.865,23.099766580310877,4458.25495,0.5025906735751295,0.34196891191709844,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,Extreme Greed,139,19651.71,141.37920863309353,18268.6787,9.236302496402878,1283.846047,0.5251798561151079,0.5035971223021583,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,Extreme Greed,78,7205.03,92.37217948717948,17808.14,15.261009217948718,1190.358719,0.47435897435897434,0.358974358974359,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,Extreme Greed,112,18567.68,165.78285714285715,16235.83,80.94794326785714,9066.169646,0.5357142857142857,0.26785714285714285,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,Extreme Greed,98,25406.1,259.2459183673469,9077.82,149.8549761632653,14685.787664,0.4897959183673469,0.336734693877551,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,Greed,69,8956.57,129.80536231884057,5888.71,5.640235246376812,389.176232,0.2318840579710145,0.391304347826087,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,Extreme Greed,86,13732.33,159.67825581395348,7718.98,46.60479126744186,4008.012049,0.4186046511627907,0.23255813953488372,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,Extreme Greed,102,7922.52,77.67176470588235,11124.0,5.431470019607843,554.009942,0.4215686274509804,0.30392156862745096,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,Extreme Greed,213,18772.08,88.1318309859155,50284.770000000004,3.6076565164319248,768.430838,0.5915492957746479,0.7934272300469484,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,Extreme Greed,157,18780.69,119.62222929936306,71642.14,6.245588923566879,980.557461,0.6751592356687898,0.7452229299363057,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,Greed,93,11570.32,124.41204301075268,11546.929100000001,17.010764645161288,1582.001112,0.34408602150537637,0.17204301075268819,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,Extreme Greed,147,22071.36,150.14530612244897,29296.83781,39.50251238095238,5806.86932,0.5578231292517006,0.19047619047619047,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,Extreme Greed,155,13731.75,88.59193548387097,28521.9699,9.82118975483871,1522.284412,0.45806451612903226,0.535483870967742,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,Extreme Greed,154,28880.56,187.5361038961039,30537.57481,86.24500818181818,13281.73126,0.7727272727272727,0.2922077922077922,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,Extreme Greed,137,17125.99,125.00722627737227,17770.4655,39.3427897080292,5389.96219,0.49635036496350365,0.44525547445255476,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,Extreme Greed,230,30184.81,131.2383043478261,50247.13251,57.348908082608695,13190.248859,0.6695652173913044,0.3695652173913043,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,Extreme Greed,181,20394.48,112.67668508287292,19188.32245,24.612924740331493,4454.939378,0.430939226519337,0.5414364640883977,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,Extreme Greed,191,23859.85,124.92068062827224,34825.9692511,18.97638562827225,3624.489655,0.418848167539267,0.5340314136125655,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,Extreme Greed,204,40188.99,197.00485294117647,46368.04996,7.477107534313725,1525.329937,0.39215686274509803,0.7794117647058824,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,Greed,194,56183.31,289.6046907216495,67500.07787,40.2717338814433,7812.716373,0.5721649484536082,0.32989690721649484,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,Greed,107,23041.15,215.33785046728974,18484.22276,69.77476575700935,7465.899936,0.5046728971962616,0.24299065420560748,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,Greed,79,13811.95,174.83481012658228,15215.41242,14.86108264556962,1174.025529,0.5189873417721519,0.569620253164557,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,Greed,95,20168.95,212.30473684210526,18449.9985,1.2935789052631579,122.889996,0.30526315789473685,0.9052631578947369,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,Greed,48,13556.33,282.42354166666667,33161.60116,32.4157595,1555.956456,0.3125,0.1875,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,Greed,66,18751.64,284.1157575757576,24786.92543,23.195747954545453,1530.919365,0.45454545454545453,0.18181818181818182,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,Extreme Greed,84,18806.8,223.8904761904762,11473.3801,1.2126300952380953,101.860928,0.3333333333333333,0.8571428571428571,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,Greed,73,16192.710000000001,221.81794520547948,31029.213340000002,5.320082410958904,388.366016,0.3561643835616438,0.547945205479452,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,Greed,63,10479.52,166.3415873015873,11213.00059,8.039881761904761,506.512551,0.36507936507936506,0.5555555555555556,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,Greed,34,4793.72,140.99176470588236,7910.36586,3.3974171470588237,115.51218300000001,0.5,0.20588235294117646,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,Greed,125,56954.43,455.63544,27374.1317,2.046466496,255.808312,0.336,0.872,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,Greed,107,119958.51,1121.107570093458,12616.66985,4.637586841121495,496.221792,0.29906542056074764,0.5327102803738317,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,Greed,59,15537.51,263.3476271186441,23932.945,1.861473559322034,109.82694000000001,0.3559322033898305,0.7457627118644068,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,Greed,101,21987.03,217.69336633663366,28372.62474,4.124224633663366,416.546688,0.45544554455445546,0.24752475247524752,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,Greed,69,14983.43,217.15115942028987,29961.94512,3.6316156956521737,250.581483,0.5217391304347826,0.4927536231884058,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,Greed,81,12691.32,156.68296296296296,12475.825139999999,2.872413555555555,232.66549799999999,0.49382716049382713,0.3950617283950617,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,Greed,82,8297.09,101.1840243902439,19675.57,1.0701485487804878,87.752181,0.5365853658536586,0.47560975609756095,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,Extreme Greed,80,6566.03,82.075375,14813.65,1.4335526250000001,114.68421000000001,0.2625,0.225,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,Extreme Greed,103,10681.19,103.70087378640777,43747.75,2.6004488058252426,267.846227,0.6990291262135923,0.8446601941747572,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,Greed,149,73008.96,489.99302013422823,19278.295,4.37227755033557,651.469355,0.5704697986577181,0.7449664429530202,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,Greed,103,75026.01,728.4078640776698,4451.1050000000005,5.550378077669903,571.688942,0.47572815533980584,0.6213592233009708,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,Neutral,84,43858.12,522.1204761904762,6630.8499,4.782218428571428,401.706348,0.44047619047619047,0.40476190476190477,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,Greed,37,17918.2,484.2756756756757,975.6575,4.249411675675676,157.228232,0.43243243243243246,0.4864864864864865,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,Greed,63,28122.33,446.3861904761905,2209.358,4.361476714285714,274.773033,0.6190476190476191,0.4603174603174603,0.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,Greed,61,34244.06,561.3780327868852,1751.04475,0.8827312950819672,53.846609,0.3114754098360656,0.8032786885245902,0.0
